Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases,New Deaths,Percentage_Positive
13-06-2020,Nigeria,207250380,90464,15682,407,5101,10174,,,0.007566693
14-06-2020,Nigeria,207250380,92924,16085,420,5220,10445,,,0.007761144
15-06-2020,Nigeria,207250380,94323,16658,424,5349,10885,,,0.008037621
16-06-2020,Nigeria,207250380,96402,17148,455,5623,11070,,,0.00827405
17-06-2020,Nigeria,207250380,103799,17735,469,5967,11299,,,0.008557282
18-06-2020,Nigeria,207250380,106006,18480,475,6307,11698,,,0.008916751
19-06-2020,Nigeria,207250380,108548,19147,487,6581,12079,,,0.009238584
20-06-2020,Nigeria,207250380,108548,19808,506,6718,12584,,,0.009557522
21-06-2020,Nigeria,207250380,113575,20244,518,6879,12847,,,0.009767895
22-06-2020,Nigeria,207250380,115760,20919,525,7109,13285,,,0.010093588
23-06-2020,Nigeria,207250380,117569,21371,533,7338,13500,,,0.010311682
24-06-2020,Nigeria,207250380,120108,22020,542,7613,13865,,,0.01062483
25-06-2020,Nigeria,207250380,122155,22614,549,7822,14243,,,0.01091144
26-06-2020,Nigeria,207250380,125090,23298,554,8253,14491,,,0.011241475
27-06-2020,Nigeria,207250380,127158,24077,558,8625,14894,,,0.011617349
28-06-2020,Nigeria,207250380,130164,24567,565,9007,14995,,,0.011853778
29-06-2020,Nigeria,207250380,132304,25133,573,9402,15158,,,0.012126878
30-06-2020,Nigeria,207250380,134257,25694,590,9746,15358,,,0.012397565
01-07-2020,Nigeria,207250380,138462,26484,603,10152,15729,,,0.012778746
02-07-2020,Nigeria,207250380,141525,27110,616,10801,15693,,,0.013080796
03-07-2020,Nigeria,207250380,144833,27564,628,11069,15867,,,0.013299855
04-07-2020,Nigeria,207250380,148188,28167,634,11462,16071,,,0.013590807
05-07-2020,Nigeria,207250380,151121,28711,645,11665,16401,,,0.013853292
06-07-2020,Nigeria,207250380,152952,29286,654,11828,16804,,,0.014130734
07-07-2020,Nigeria,207250380,152952,29789,669,12108,17012,,,0.014373436
08-07-2020,Nigeria,207250380,169629,30249,684,12373,17192,,,0.014595389
09-07-2020,Nigeria,207250380,171931,30748,689,12546,17513,,,0.014836161
10-07-2020,Nigeria,207250380,175656,31323,709,12795,17819,,,0.015113603
11-07-2020,Nigeria,207250380,178265,31987,724,13103,18160,,,0.015433989
12-07-2020,Nigeria,207250380,181248,32558,740,13447,18371,,,0.015709501
13-07-2020,Nigeria,207250380,183294,33153,744,13671,18738,,,0.015996593
14-07-2020,Nigeria,207250380,186309,33616,754,13792,19070,,,0.016219994
15-07-2020,Nigeria,207250380,199016,34259,760,13999,19500,,,0.016530247
16-07-2020,Nigeria,207250380,202097,34854,769,14292,19793,,,0.016817339
17-07-2020,Nigeria,207250380,206422,35454,772,14633,20049,,,0.017106844
18-07-2020,Nigeria,207250380,209446,36107,778,14938,20391,,,0.017421922
19-07-2020,Nigeria,207250380,212201,36663,789,15105,20769,,,0.017690197
20-07-2020,Nigeria,207250380,214228,37225,801,15333,21091,,,0.017961366
21-07-2020,Nigeria,207250380,218223,37801,805,15677,21319,,,0.018239291
22-07-2020,Nigeria,207250380,247825,38344,813,15815,21716,,,0.018501293
23-07-2020,Nigeria,207250380,251893,38948,833,16061,22054,,,0.018792728
24-07-2020,Nigeria,207250380,256038,39539,845,16559,22135,,,0.01907789
25-07-2020,Nigeria,207250380,259516,39977,856,16948,22173,,,0.019289229
26-07-2020,Nigeria,207250380,262579,40532,858,17374,22300,,,0.019557021
27-07-2020,Nigeria,207250380,266323,41180,860,18203,22117,,,0.019869686
28-07-2020,Nigeria,207250380,267842,41804,868,18764,22172,,,0.020170771
29-07-2020,Nigeria,207250380,272748,42208,873,19004,22331,,,0.020365705
30-07-2020,Nigeria,207250380,272748,42689,878,19270,22541,,,0.020597791
31-07-2020,Nigeria,207250380,272748,43151,879,19565,22707,,,0.02082071
01-08-2020,Nigeria,207250380,283916,43537,883,20087,22567,,,0.021006958
02-08-2020,Nigeria,207250380,286091,43841,888,20308,22645,,,0.02115364
03-08-2020,Nigeria,207250380,287532,44129,896,20663,22570,,,0.021292603
04-08-2020,Nigeria,207250380,289133,44433,910,31851,11672,,,0.021439285
05-08-2020,Nigeria,207250380,304221,44890,927,32165,11798,,,0.021659791
06-08-2020,Nigeria,207250380,306894,45244,930,32430,11884,,,0.021830599
07-08-2020,Nigeria,207250380,310729,45687,936,32637,12114,,,0.02204435
08-08-2020,Nigeria,207250380,310729,46140,942,33044,12154,,,0.022262927
09-08-2020,Nigeria,207250380,317496,46577,945,33186,12446,,,0.022473783
10-08-2020,Nigeria,207250380,317496,46867,950,33346,12571,,,0.02261371
11-08-2020,Nigeria,207250380,319851,47290,956,33609,12725,,,0.022817811
12-08-2020,Nigeria,207250380,338084,47743,956,33943,12844,,,0.023036387
13-08-2020,Nigeria,207250380,341421,48116,966,34309,12841,,,0.023216363
14-08-2020,Nigeria,207250380,344397,48445,973,35998,11474,,,0.023375108
15-08-2020,Nigeria,207250380,347545,48770,974,36290,11506,,,0.023531923
16-08-2020,Nigeria,207250380,347545,49068,975,36497,11596,,,0.023675711
17-08-2020,Nigeria,207250380,352625,49485,977,36834,11674,,,0.023876916
18-08-2020,Nigeria,207250380,352625,49895,981,37051,11863,,,0.024074745
19-08-2020,Nigeria,207250380,352625,50488,985,37304,12199,,,0.024360872
20-08-2020,Nigeria,207250380,352625,50964,992,37569,12403,,,0.024590546
21-08-2020,Nigeria,207250380,369904,51304,996,37885,12423,,,0.024754599
22-08-2020,Nigeria,207250380,369904,51905,997,38767,12141,,,0.025044586
23-08-2020,Nigeria,207250380,369904,52227,1002,38945,12280,,,0.025199954
24-08-2020,Nigeria,207250380,379542,52548,1004,39257,12287,,,0.025354839
25-08-2020,Nigeria,207250380,379542,52800,1007,39964,11829,,,0.025476431
26-08-2020,Nigeria,207250380,388346,53021,1010,40281,11730,,,0.025583065
27-08-2020,Nigeria,207250380,391502,53317,1011,40726,11580,,,0.025725888
28-08-2020,Nigeria,207250380,394524,53477,1011,41017,11449,,,0.025803089
29-08-2020,Nigeria,207250380,398304,53727,1011,41314,11402,,,0.025923716
30-08-2020,Nigeria,207250380,402070,53865,1013,41513,11339,,,0.025990302
31-08-2020,Nigeria,207250380,403347,54008,1013,41638,11357,,,0.026059301
01-09-2020,Nigeria,207250380,405916,54247,1023,42010,11214,,,0.02617462
02-09-2020,Nigeria,207250380,411077,54463,1027,42439,10997,,,0.026278842
03-09-2020,Nigeria,207250380,413265,54588,1048,42627,10913,,,0.026339156
04-09-2020,Nigeria,207250380,417398,54743,1051,42816,10876,,,0.026413944
05-09-2020,Nigeria,207250380,420543,54905,1054,42922,10929,,,0.026492111
06-09-2020,Nigeria,207250380,420543,55005,1057,43013,10935,,,0.026540361
07-09-2020,Nigeria,207250380,424186,55160,1061,43231,10868,,,0.02661515
08-09-2020,Nigeria,207250380,426803,55456,1067,43334,11055,,,0.026757973
09-09-2020,Nigeria,207250380,430712,55632,1070,43610,10952,,,0.026842894
10-09-2020,Nigeria,207250380,433206,55829,1075,43810,10944,,,0.026937948
11-09-2020,Nigeria,207250380,433206,56017,1076,43998,10943,,,0.02702866
12-09-2020,Nigeria,207250380,438135,56177,1078,44088,11011,,,0.027105861
13-09-2020,Nigeria,207250380,440248,56256,1082,44152,11022,,,0.027143979
14-09-2020,Nigeria,207250380,442075,56388,1083,44337,10968,,,0.02720767
15-09-2020,Nigeria,207250380,443987,56478,1088,44430,10960,,,0.027251096
16-09-2020,Nigeria,207250380,479712,56604,1091,47872,7641,,,0.027311892
17-09-2020,Nigeria,207250380,482321,56735,1093,48092,7550,,,0.027375101
18-09-2020,Nigeria,207250380,482321,56956,1094,48305,7557,,,0.027481735
19-09-2020,Nigeria,207250380,482321,57145,1095,48431,7619,,,0.027572929
20-09-2020,Nigeria,207250380,482321,57242,1098,48569,7575,,,0.027619732
18-04-2020,North Macedonia,2083354,11556,1170,49,164,957,,,0.056159443
19-04-2020,North Macedonia,2083354,11870,1207,51,179,977,,,0.057935425
20-04-2020,North Macedonia,2083354,11870,1225,54,200,971,,,0.058799417
21-04-2020,North Macedonia,2083354,12340,1231,55,224,952,,,0.059087414
22-04-2020,North Macedonia,2083354,13000,1259,56,272,931,,,0.060431401
23-04-2020,North Macedonia,2083354,13649,1300,56,301,943,,,0.062399381
24-04-2020,North Macedonia,2083354,13649,1326,57,337,932,,,0.063647369
25-04-2020,North Macedonia,2083354,14758,1367,59,374,934,,,0.065615349
26-04-2020,North Macedonia,2083354,15120,1386,61,500,825,,,0.06652734
27-04-2020,North Macedonia,2083354,15120,1399,65,553,781,,,0.067151334
28-04-2020,North Macedonia,2083354,15771,1421,71,589,761,,,0.068207323
29-04-2020,North Macedonia,2083354,16050,1442,73,627,742,,,0.069215313
30-04-2020,North Macedonia,2083354,16050,1465,77,738,650,,,0.070319302
01-05-2020,North Macedonia,2083354,16798,1494,81,807,606,,,0.071711289
02-05-2020,North Macedonia,2083354,17246,1506,82,945,482,,,0.072287283
03-05-2020,North Macedonia,2083354,17246,1511,84,945,482,,,0.072527281
04-05-2020,North Macedonia,2083354,17359,1518,85,992,441,,,0.072863277
05-05-2020,North Macedonia,2083354,17359,1526,86,1013,427,,,0.073247273
06-05-2020,North Macedonia,2083354,17836,1539,88,1057,394,,,0.073871267
07-05-2020,North Macedonia,2083354,18168,1572,89,1079,404,,,0.075455251
08-05-2020,North Macedonia,2083354,18410,1586,90,1099,397,,,0.076127245
09-05-2020,North Macedonia,2083354,18821,1622,91,1112,419,,,0.077855228
10-05-2020,North Macedonia,2083354,18821,1642,91,1136,415,,,0.078815218
11-05-2020,North Macedonia,2083354,19241,1664,91,1200,373,,,0.079871208
12-05-2020,North Macedonia,2083354,19430,1674,92,1205,377,,,0.080351203
13-05-2020,North Macedonia,2083354,19739,1694,95,1229,370,,,0.081311193
14-05-2020,North Macedonia,2083354,20088,1723,95,1235,393,,,0.08270318
15-05-2020,North Macedonia,2083354,20548,1740,97,1251,392,,,0.083519171
16-05-2020,North Macedonia,2083354,21010,1762,98,1267,397,,,0.084575161
17-05-2020,North Macedonia,2083354,21436,1792,101,1293,398,,,0.086015147
18-05-2020,North Macedonia,2083354,21722,1817,104,1301,412,,,0.087215135
19-05-2020,North Macedonia,2083354,22255,1839,106,1351,382,,,0.088271124
20-05-2020,North Macedonia,2083354,22767,1858,110,1367,381,,,0.089183115
21-05-2020,North Macedonia,2083354,23316,1898,111,1378,409,,,0.091103096
22-05-2020,North Macedonia,2083354,24018,1921,112,1387,422,,,0.092207085
23-05-2020,North Macedonia,2083354,24762,1941,113,1411,417,,,0.093167076
24-05-2020,North Macedonia,2083354,25270,1978,113,1422,443,,,0.094943058
25-05-2020,North Macedonia,2083354,25528,1999,113,1439,447,,,0.095951048
26-05-2020,North Macedonia,2083354,25841,2014,116,1453,445,,,0.096671041
27-05-2020,North Macedonia,2083354,26463,2039,119,1470,450,,,0.097871029
28-05-2020,North Macedonia,2083354,27023,2077,121,1486,470,,,0.099695011
29-05-2020,North Macedonia,2083354,27684,2129,126,1516,487,,,0.102190986
30-05-2020,North Macedonia,2083354,28804,2164,131,1535,498,,,0.10387097
31-05-2020,North Macedonia,2083354,29575,2226,133,1552,541,,,0.10684694
01-06-2020,North Macedonia,2083354,30302,2315,140,1569,606,,,0.111118898
02-06-2020,North Macedonia,2083354,31187,2391,141,1595,655,,,0.114766862
03-06-2020,North Macedonia,2083354,32161,2492,145,1605,742,,,0.119614813
04-06-2020,North Macedonia,2083354,33114,2611,147,1621,843,,,0.125326757
05-06-2020,North Macedonia,2083354,33114,2790,149,1632,1009,,,0.133918672
06-06-2020,North Macedonia,2083354,35471,2915,151,1640,1124,,,0.139918612
07-06-2020,North Macedonia,2083354,36325,3025,153,1646,1226,,,0.14519856
08-06-2020,North Macedonia,2083354,37027,3152,156,1653,1343,,,0.151294499
09-06-2020,North Macedonia,2083354,38014,3239,157,1658,1424,,,0.155470458
10-06-2020,North Macedonia,2083354,39033,3364,164,1664,1536,,,0.161470398
11-06-2020,North Macedonia,2083354,40004,3538,169,1682,1687,,,0.169822315
12-06-2020,North Macedonia,2083354,41049,3701,171,1694,1836,,,0.177646238
13-06-2020,North Macedonia,2083354,42262,3895,179,1705,2011,,,0.186958145
14-06-2020,North Macedonia,2083354,43040,4057,188,1710,2159,,,0.194734068
15-06-2020,North Macedonia,2083354,43881,4157,193,1723,2241,,,0.199534021
16-06-2020,North Macedonia,2083354,45054,4299,201,1757,2341,,,0.206349953
17-06-2020,North Macedonia,2083354,46445,4482,210,1803,2469,,,0.215133866
18-06-2020,North Macedonia,2083354,47793,4664,216,1836,2612,,,0.223869779
19-06-2020,North Macedonia,2083354,47793,4820,222,1863,2735,,,0.231357705
20-06-2020,North Macedonia,2083354,50384,5005,233,1904,2868,,,0.240237617
21-06-2020,North Macedonia,2083354,51160,5106,238,1926,2942,,,0.245085569
22-06-2020,North Macedonia,2083354,51885,5196,247,1974,2975,,,0.249405526
23-06-2020,North Macedonia,2083354,53248,5311,251,2048,3012,,,0.254925471
24-06-2020,North Macedonia,2083354,54456,5445,259,2091,3095,,,0.261357407
25-06-2020,North Macedonia,2083354,55735,5595,265,2166,3164,,,0.268557336
26-06-2020,North Macedonia,2083354,56809,5758,268,2206,3284,,,0.276381258
27-06-2020,North Macedonia,2083354,57895,5906,277,2236,3393,,,0.283485188
28-06-2020,North Macedonia,2083354,57895,6080,286,2315,3479,,,0.291837105
29-06-2020,North Macedonia,2083354,57895,6209,298,2427,3484,,,0.298029044
30-06-2020,North Macedonia,2083354,60773,6334,302,2475,3557,,,0.304028984
01-07-2020,North Macedonia,2083354,60773,6454,306,2598,3550,,,0.309788927
02-07-2020,North Macedonia,2083354,63383,6625,321,2748,3556,,,0.317996845
03-07-2020,North Macedonia,2083354,64837,6787,328,2876,3583,,,0.325772768
04-07-2020,North Macedonia,2083354,66133,6932,334,2987,3611,,,0.332732699
05-07-2020,North Macedonia,2083354,66133,7046,341,3027,3678,,,0.338204645
06-07-2020,North Macedonia,2083354,68059,7124,346,3199,3579,,,0.341948608
07-07-2020,North Macedonia,2083354,69426,7244,351,3324,3569,,,0.347708551
08-07-2020,North Macedonia,2083354,71220,7406,359,3554,3493,,,0.355484474
09-07-2020,North Macedonia,2083354,72690,7572,362,3624,3586,,,0.363452395
10-07-2020,North Macedonia,2083354,74562,7777,368,3960,3449,,,0.373292297
11-07-2020,North Macedonia,2083354,74562,7975,376,4080,3519,,,0.382796203
12-07-2020,North Macedonia,2083354,74562,8111,382,4203,3526,,,0.389324138
13-07-2020,North Macedonia,2083354,78133,8197,385,4326,3486,,,0.393452097
14-07-2020,North Macedonia,2083354,79392,8332,389,4468,3475,,,0.399932033
15-07-2020,North Macedonia,2083354,80774,8530,393,4565,3572,,,0.409435938
16-07-2020,North Macedonia,2083354,80774,8623,401,4565,3657,,,0.413899894
17-07-2020,North Macedonia,2083354,83216,8786,406,4676,3704,,,0.421723816
18-07-2020,North Macedonia,2083354,84916,9026,414,4727,3885,,,0.433243702
19-07-2020,North Macedonia,2083354,85820,9153,422,4810,3921,,,0.439339642
20-07-2020,North Macedonia,2083354,86543,9249,432,4871,3946,,,0.443947596
21-07-2020,North Macedonia,2083354,88179,9412,432,4940,4040,,,0.451771518
22-07-2020,North Macedonia,2083354,89703,9547,442,5071,4034,,,0.458251454
23-07-2020,North Macedonia,2083354,89703,9669,445,5071,4153,,,0.464107396
24-07-2020,North Macedonia,2083354,92550,9797,451,5254,4092,,,0.470251335
25-07-2020,North Macedonia,2083354,94092,9934,460,5357,4117,,,0.47682727
26-07-2020,North Macedonia,2083354,95169,10086,460,5427,4199,,,0.484123197
27-07-2020,North Macedonia,2083354,96194,10213,466,5564,4183,,,0.490219137
28-07-2020,North Macedonia,2083354,97550,10315,471,5663,4181,,,0.495115088
29-07-2020,North Macedonia,2083354,97550,10503,476,5931,4096,,,0.504138999
30-07-2020,North Macedonia,2083354,100940,10617,480,6020,4117,,,0.509610945
31-07-2020,North Macedonia,2083354,102317,10754,486,6554,3714,,,0.516186879
01-08-2020,North Macedonia,2083354,103938,10891,493,6698,3700,,,0.522762814
02-08-2020,North Macedonia,2083354,105357,11054,497,6882,3675,,,0.530586737
03-08-2020,North Macedonia,2083354,106047,11128,500,6972,3656,,,0.534138701
04-08-2020,North Macedonia,2083354,106877,11202,505,7108,3589,,,0.537690666
05-08-2020,North Macedonia,2083354,108384,11289,511,7221,3557,,,0.541866625
06-08-2020,North Macedonia,2083354,109946,11399,517,7480,3402,,,0.547146572
07-08-2020,North Macedonia,2083354,111791,11554,519,7607,3428,,,0.554586499
08-08-2020,North Macedonia,2083354,113619,11754,523,7622,3609,,,0.564186403
09-08-2020,North Macedonia,2083354,114807,11839,527,7664,3648,,,0.568266363
10-08-2020,North Macedonia,2083354,114807,11942,528,8087,3327,,,0.573210314
11-08-2020,North Macedonia,2083354,117475,12083,529,8248,3306,,,0.579978247
12-08-2020,North Macedonia,2083354,119102,12217,530,8487,3200,,,0.586410183
13-08-2020,North Macedonia,2083354,120950,12357,532,8662,3163,,,0.593130116
14-08-2020,North Macedonia,2083354,120950,12515,535,9030,2950,,,0.600714041
15-08-2020,North Macedonia,2083354,125128,12653,539,9123,2991,,,0.607337975
16-08-2020,North Macedonia,2083354,126284,12739,544,9174,3021,,,0.611465934
17-08-2020,North Macedonia,2083354,126284,12840,547,9174,3119,,,0.616313886
18-08-2020,North Macedonia,2083354,128938,12970,549,9513,2908,,,0.622553824
19-08-2020,North Macedonia,2083354,130840,13076,551,9625,2900,,,0.627641774
20-08-2020,North Macedonia,2083354,132493,13194,554,9752,2888,,,0.633305718
21-08-2020,North Macedonia,2083354,134318,13308,557,9977,2774,,,0.638777663
22-08-2020,North Macedonia,2083354,134318,13458,563,10052,2843,,,0.645977592
23-08-2020,North Macedonia,2083354,134318,13595,564,10110,2921,,,0.652553527
24-08-2020,North Macedonia,2083354,138325,13673,568,10150,2955,,,0.65629749
25-08-2020,North Macedonia,2083354,140093,13799,573,10210,3016,,,0.66234543
26-08-2020,North Macedonia,2083354,142158,13914,578,10507,2829,,,0.667865375
27-08-2020,North Macedonia,2083354,143687,14004,585,10722,2697,,,0.672185332
28-08-2020,North Macedonia,2083354,145705,14163,590,10933,2640,,,0.679817256
29-08-2020,North Macedonia,2083354,147002,14293,596,11014,2683,,,0.686057194
30-08-2020,North Macedonia,2083354,147819,14330,600,11062,2668,,,0.687833177
31-08-2020,North Macedonia,2083354,148269,14341,603,11157,2581,,,0.688361171
01-09-2020,North Macedonia,2083354,149934,14455,604,11525,2326,,,0.693833117
02-09-2020,North Macedonia,2083354,151706,14600,606,11741,2253,,,0.700793048
03-09-2020,North Macedonia,2083354,153462,14762,606,11965,2191,,,0.708568971
04-09-2020,North Macedonia,2083354,154948,14871,609,12054,2208,,,0.713800919
05-09-2020,North Macedonia,2083354,156522,14998,614,12149,2235,,,0.719896859
06-09-2020,North Macedonia,2083354,157519,15090,617,12235,2238,,,0.724312815
07-09-2020,North Macedonia,2083354,158003,15127,623,12486,2018,,,0.726088797
08-09-2020,North Macedonia,2083354,158003,15226,631,12700,1895,,,0.73084075
09-09-2020,North Macedonia,2083354,160180,15293,634,12754,1905,,,0.734056718
10-09-2020,North Macedonia,2083354,161590,15414,637,12896,1881,,,0.739864661
11-09-2020,North Macedonia,2083354,163132,15554,642,12994,1918,,,0.746584594
12-09-2020,North Macedonia,2083354,164639,15694,646,13128,1920,,,0.753304527
13-09-2020,North Macedonia,2083354,165892,15791,648,13184,1959,,,0.757960481
14-09-2020,North Macedonia,2083354,166356,15827,652,13315,1860,,,0.759688464
15-09-2020,North Macedonia,2083354,167760,15925,661,13418,1846,,,0.764392417
16-09-2020,North Macedonia,2083354,169481,16088,668,13550,1870,,,0.77221634
17-09-2020,North Macedonia,2083354,171155,16274,675,13635,1964,,,0.781144251
18-09-2020,North Macedonia,2083354,172700,16417,683,13732,2002,,,0.788008183
19-09-2020,North Macedonia,2083354,174097,16557,689,13792,2076,,,0.794728116
20-09-2020,North Macedonia,2083354,175465,16735,693,13863,2179,,,0.803272032
18-04-2020,Norway,5430791,139668,7036,164,32,6840,,,0.129557554
19-04-2020,Norway,5430791,142166,7078,165,32,6881,,,0.130330922
20-04-2020,Norway,5430791,143255,7156,181,32,6943,,,0.131767177
21-04-2020,Norway,5430791,145279,7241,182,32,7027,,,0.133332327
22-04-2020,Norway,5430791,148656,7338,187,32,7119,,,0.135118439
23-04-2020,Norway,5430791,152095,7401,194,32,7175,,,0.136278491
24-04-2020,Norway,5430791,155125,7463,199,32,7232,,,0.137420129
25-04-2020,Norway,5430791,155125,7493,201,32,7260,,,0.137972535
26-04-2020,Norway,5430791,155125,7527,201,32,7294,,,0.138598595
27-04-2020,Norway,5430791,164316,7599,205,32,7362,,,0.139924368
28-04-2020,Norway,5430791,165951,7660,206,32,7422,,,0.141047593
29-04-2020,Norway,5430791,169124,7710,207,32,7471,,,0.141968269
30-04-2020,Norway,5430791,172586,7738,210,32,7496,,,0.142483848
01-05-2020,Norway,5430791,172586,7783,210,32,7541,,,0.143312457
02-05-2020,Norway,5430791,172586,7809,211,32,7604,,,0.143791208
03-05-2020,Norway,5430791,172586,7847,211,32,7604,,,0.144490922
04-05-2020,Norway,5430791,182285,7904,214,32,7658,,,0.145540493
05-05-2020,Norway,5430791,189657,7955,215,32,7708,,,0.146479583
06-05-2020,Norway,5430791,189657,7996,216,32,7748,,,0.147234537
07-05-2020,Norway,5430791,191946,8034,217,32,7785,,,0.147934251
08-05-2020,Norway,5430791,195921,8070,218,32,7820,,,0.148597138
09-05-2020,Norway,5430791,195921,8099,219,32,7848,,,0.14913113
10-05-2020,Norway,5430791,195921,8105,219,32,7854,,,0.149241611
11-05-2020,Norway,5430791,202751,8132,224,32,7876,,,0.149738777
12-05-2020,Norway,5430791,205239,8157,228,32,7897,,,0.150199115
13-05-2020,Norway,5430791,208874,8175,229,32,7914,,,0.150530558
14-05-2020,Norway,5430791,212655,8196,232,32,7932,,,0.150917242
15-05-2020,Norway,5430791,216350,8219,232,32,7955,,,0.151340753
16-05-2020,Norway,5430791,216350,8237,232,32,7973,,,0.151672197
17-05-2020,Norway,5430791,216350,8249,232,32,7985,,,0.151893159
18-05-2020,Norway,5430791,218039,8257,233,32,7992,,,0.152040467
19-05-2020,Norway,5430791,219984,8267,233,32,8002,,,0.152224602
20-05-2020,Norway,5430791,223045,8281,234,32,8015,,,0.152482392
21-05-2020,Norway,5430791,223045,8309,235,32,8042,,,0.15299797
22-05-2020,Norway,5430791,229769,8332,235,7727,370,,,0.153421481
23-05-2020,Norway,5430791,229769,8346,235,7727,384,,,0.153679271
24-05-2020,Norway,5430791,229769,8352,235,7727,390,,,0.153789752
25-05-2020,Norway,5430791,234637,8364,235,7727,402,,,0.154010714
26-05-2020,Norway,5430791,236666,8383,235,7727,421,,,0.154360571
27-05-2020,Norway,5430791,239864,8401,235,7727,439,,,0.154692014
28-05-2020,Norway,5430791,239864,8411,236,7727,448,,,0.15487615
29-05-2020,Norway,5430791,245352,8422,236,7727,459,,,0.155078698
30-05-2020,Norway,5430791,245352,8437,236,7727,474,,,0.155354901
31-05-2020,Norway,5430791,245352,8440,236,7727,477,,,0.155410142
01-06-2020,Norway,5430791,245352,8446,236,7727,483,,,0.155520623
02-06-2020,Norway,5430791,250968,8455,237,7727,491,,,0.155686345
03-06-2020,Norway,5430791,250968,8477,237,7727,513,,,0.156091442
04-06-2020,Norway,5430791,252232,8504,238,8138,128,,,0.156588607
05-06-2020,Norway,5430791,257303,8522,238,8138,146,,,0.156920051
06-06-2020,Norway,5430791,257303,8531,238,8138,155,,,0.157085773
07-06-2020,Norway,5430791,257303,8547,238,8138,171,,,0.157380389
08-06-2020,Norway,5430791,262236,8561,239,8138,184,,,0.157638178
09-06-2020,Norway,5430791,264390,8576,239,8138,199,,,0.157914381
10-06-2020,Norway,5430791,267877,8594,239,8138,217,,,0.158245825
11-06-2020,Norway,5430791,272905,8608,242,8138,228,,,0.158503614
12-06-2020,Norway,5430791,277253,8620,242,8138,240,,,0.158724576
13-06-2020,Norway,5430791,277253,8628,242,8138,248,,,0.158871884
14-06-2020,Norway,5430791,277253,8631,242,8138,251,,,0.158927125
15-06-2020,Norway,5430791,285867,8647,242,8138,267,,,0.159221741
16-06-2020,Norway,5430791,285867,8660,242,8138,280,,,0.159461117
17-06-2020,Norway,5430791,292891,8692,243,8138,311,,,0.16005035
18-06-2020,Norway,5430791,298420,8708,244,8138,326,,,0.160344966
19-06-2020,Norway,5430791,302659,8726,244,8138,344,,,0.16067641
20-06-2020,Norway,5430791,302659,8742,244,8138,360,,,0.160971026
21-06-2020,Norway,5430791,302659,8745,244,8138,363,,,0.161026267
22-06-2020,Norway,5430791,310635,8751,248,8138,365,,,0.161136748
23-06-2020,Norway,5430791,310635,8772,248,8138,386,,,0.161523432
24-06-2020,Norway,5430791,313162,8788,249,8138,401,,,0.161818048
25-06-2020,Norway,5430791,313162,8788,249,8138,401,,,0.161818048
26-06-2020,Norway,5430791,313162,8832,249,8138,445,,,0.162628243
27-06-2020,Norway,5430791,313162,8846,249,8138,459,,,0.162886033
28-06-2020,Norway,5430791,313162,8855,249,8138,468,,,0.163051754
29-06-2020,Norway,5430791,331935,8862,249,8138,475,,,0.163180649
30-06-2020,Norway,5430791,334553,8879,250,8138,491,,,0.163493679
01-07-2020,Norway,5430791,338860,8896,251,8138,507,,,0.163806709
02-07-2020,Norway,5430791,338860,8902,251,8138,513,,,0.16391719
03-07-2020,Norway,5430791,348208,8921,251,8138,532,,,0.164267047
04-07-2020,Norway,5430791,348208,8926,251,8138,537,,,0.164359115
05-07-2020,Norway,5430791,348208,8930,251,8138,541,,,0.164432769
06-07-2020,Norway,5430791,355656,8936,251,8138,547,,,0.16454325
07-07-2020,Norway,5430791,358175,8947,251,8138,558,,,0.164745799
08-07-2020,Norway,5430791,363581,8950,251,8138,561,,,0.164801039
09-07-2020,Norway,5430791,367964,8965,252,8138,575,,,0.165077242
10-07-2020,Norway,5430791,372389,8974,252,8138,584,,,0.165242964
11-07-2020,Norway,5430791,372389,8977,252,8138,587,,,0.165298204
12-07-2020,Norway,5430791,372389,8981,252,8138,591,,,0.165371858
13-07-2020,Norway,5430791,380082,8984,253,8138,593,,,0.165427099
14-07-2020,Norway,5430791,383149,9001,253,8138,610,,,0.165740129
15-07-2020,Norway,5430791,388021,9011,253,8138,620,,,0.165924264
16-07-2020,Norway,5430791,392676,9015,254,8138,623,,,0.165997918
17-07-2020,Norway,5430791,397106,9025,255,8138,632,,,0.166182053
18-07-2020,Norway,5430791,397106,9028,255,8138,635,,,0.166237294
19-07-2020,Norway,5430791,397106,9028,255,8138,635,,,0.166237294
20-07-2020,Norway,5430791,404498,9034,255,8138,641,,,0.166347775
21-07-2020,Norway,5430791,407311,9053,255,8138,660,,,0.166697632
22-07-2020,Norway,5430791,411906,9059,255,8138,666,,,0.166808113
23-07-2020,Norway,5430791,416131,9085,255,8674,156,,,0.167286865
24-07-2020,Norway,5430791,420528,9092,255,8674,163,,,0.16741576
25-07-2020,Norway,5430791,420528,9111,255,8674,182,,,0.167765616
26-07-2020,Norway,5430791,420528,9117,255,8752,110,,,0.167876098
27-07-2020,Norway,5430791,427651,9132,255,8752,125,,,0.1681523
28-07-2020,Norway,5430791,430546,9150,255,8752,143,,,0.168483744
29-07-2020,Norway,5430791,435631,9172,255,8752,165,,,0.168888841
30-07-2020,Norway,5430791,440891,9208,255,8752,201,,,0.169551728
31-07-2020,Norway,5430791,445946,9240,255,8752,233,,,0.170140961
01-08-2020,Norway,5430791,445946,9253,255,8752,246,,,0.170380337
